ppl,position,thumbnail,source,source_logo,title,link,original,sightengine,deepfake_score
Kamala Harris,63,https://ts2.mm.bing.net/th?id=OIP.vb3AlzAg94PzocR0afyw9wHaFj&pid=15.1,,,,https://www.bing.com/images/search?view=detailV2&id=F9F6597A94BF1F216FF4BD214FFE3F6E1DB7A5D8&thid=OIP.vb3AlzAg94PzocR0afyw9wHaFj&mediaurl=https%3a%2f%2fwww.sheknows.com%2fwp-content%2fuploads%2f2021%2f01%2fdoug-kamala-amara.jpg%3fresize%3d285&exph=1080&expw=1440&q=kamala+harris+family&simid=607997306724505205&ck=4AA5BCCA9E0C64C3F9C77B3BD20D2546&itb=0&FORM=IVCLIG,https://www.sheknows.com/wp-content/uploads/2021/01/doug-kamala-amara.jpg?resize=285,0.01,7.736028919680393e-07
Kamala Harris,64,https://ts1.mm.bing.net/th?id=OIP.yAz5zcEd8k10SuSDKFF7lAHaEK&pid=15.1,,,,https://www.bing.com/images/search?view=detailV2&id=C0C40EF249714B00746B89B95A3DEB1316802580&thid=OIP.yAz5zcEd8k10SuSDKFF7lAHaEK&mediaurl=https%3a%2f%2fimg.huffingtonpost.com%2fasset%2f5fa59a14290000e925c6b7d5.png%3fcache%3dJg4Vl0fSZd%26ops%3d1778_1000&exph=998&expw=1778&q=kamala+harris+family&simid=608046733208022060&ck=8174E3D9F1BFBE95086B9BF0B5F70A29&itb=0&FORM=IVCLIG,https://img.huffingtonpost.com/asset/5fa59a14290000e925c6b7d5.png?cache=Jg4Vl0fSZd&ops=1778_1000,0.01,1.2156789352957276e-08
Kamala Harris,65,https://ts2.mm.bing.net/th?id=OIP.ksgCwKx-00PIhkWdTldoVQHaEz&pid=15.1,,,,https://www.bing.com/images/search?view=detailV2&id=27C031A5CE1B1E148A7D61D6242DAA80774CED00&thid=OIP.ksgCwKx-00PIhkWdTldoVQHaEz&mediaurl=http%3a%2f%2fliverampup.com%2fuploads%2fKamala-harris-with-family2019.JPG&exph=763&expw=1178&q=kamala+harris+family&simid=608005376965479821&ck=B71ACDA4DAF87D9621C7D97C58ACF973&itb=0&FORM=IVCLIG,http://liverampup.com/uploads/Kamala-harris-with-family2019.JPG,0.01,3.0516093829646707e-07
Kamala Harris,66,https://ts1.mm.bing.net/th?id=OIP.Guw1Fym9Xby-oLfrQcrstgHaFj&pid=15.1,,,,https://www.bing.com/images/search?view=detailV2&id=86EA81AB8B62F8B1EDF5F1B732765C357F9FE613&thid=OIP.Guw1Fym9Xby-oLfrQcrstgHaFj&mediaurl=https%3a%2f%2fi.insider.com%2f5f80e756bab422001979a93a%3fwidth%3d1000%26format%3djpeg%26auto%3dwebp&exph=750&expw=1000&q=kamala+harris+family&simid=608038924972356708&ck=E6023B3D458A4A818BF0A0C80A3F6800&itb=0&FORM=IVCLIG,https://i.insider.com/5f80e756bab422001979a93a?width=1000&format=jpeg&auto=webp,0.01,2.1084711931962374e-07
Kamala Harris,67,https://ts3.mm.bing.net/th?id=OIP.ZKm9g9hjcX_8E8y72p8GAgHaE7&pid=15.1,,,,https://www.bing.com/images/search?view=detailV2&id=BCB8A42797F67FB4F13B29C7CC9602F05CA4867A&thid=OIP.ZKm9g9hjcX_8E8y72p8GAgHaE7&mediaurl=https%3a%2f%2fs.hdnux.com%2fphotos%2f01%2f14%2f42%2f06%2f20062603%2f4%2frawImage.jpg&exph=1365&expw=2048&q=kamala+harris+family&simid=608035823969462046&ck=C9D5A2DEF17EB0885B038AA5919C11B9&itb=0&FORM=IVCLIG,https://s.hdnux.com/photos/01/14/42/06/20062603/4/rawImage.jpg,0.01,0.004616918507963419
Kamala Harris,68,https://ts4.mm.bing.net/th?id=OIP.Hz22ByWxFl1r02FF9oFNUQHaD4&pid=15.1,,,,https://www.bing.com/images/search?view=detailV2&id=6C530C644D1DEDF7E13B47005AA85C2CAFFCBC8F&thid=OIP.Hz22ByWxFl1r02FF9oFNUQHaD4&mediaurl=https%3a%2f%2fimgix.bustle.com%2fscary-mommy%2f2020%2f11%2fkamala-family-history-1.jpg%3fw%3d1200%26h%3d630%26fit%3dcrop%26crop%3dfaces%26fm%3djpg&exph=630&expw=1200&q=kamala+harris+family&simid=608041716664965379&ck=872B0B036DD9421DB02F48A7D0329ADD&itb=0&FORM=IVCLIG,https://imgix.bustle.com/scary-mommy/2020/11/kamala-family-history-1.jpg?w=1200&h=630&fit=crop&crop=faces&fm=jpg,0.01,6.26824601113185e-08
Kamala Harris,69,https://ts1.mm.bing.net/th?id=OIP.OVduzdswfzJAGaKmkXO5swHaEK&pid=15.1,,,,https://www.bing.com/images/search?view=detailV2&id=5E024840401146A312562A4B85FA158F2A62F80C&thid=OIP.OVduzdswfzJAGaKmkXO5swHaEK&mediaurl=https%3a%2f%2fimages.hellomagazine.com%2fhorizon%2flandscape%2fb01a09f38576-kamala-harris-ella-emhoff-d.jpg&exph=1080&expw=1920&q=kamala+harris+family&simid=608052024605477140&ck=82C13F2EA10202B72CD3081D969B88FF&itb=0&FORM=IVCLIG,https://images.hellomagazine.com/horizon/landscape/b01a09f38576-kamala-harris-ella-emhoff-d.jpg,0.01,1.0317770460233078e-07
Kamala Harris,70,https://ts3.mm.bing.net/th?id=OIP.m72lWzKKy4hPwuE1t0Z2twHaEx&pid=15.1,,,,https://www.bing.com/images/search?view=detailV2&id=F1B7618CBBBE101A040E8C25EFCB8ADE97800CB5&thid=OIP.m72lWzKKy4hPwuE1t0Z2twHaEx&mediaurl=https%3a%2f%2fwww.gg2.net%2fwp-content%2fuploads%2f2024%2f08%2fkamala-harris-family-1024x661.jpg&exph=661&expw=1024&q=kamala+harris+family&simid=607997568723591650&ck=13A9C83EF3702606E3CB02D385AF4F74&itb=0&FORM=IVCLIG,https://www.gg2.net/wp-content/uploads/2024/08/kamala-harris-family-1024x661.jpg,0.01,7.22680981724011e-09
Kamala Harris,71,https://ts3.mm.bing.net/th?id=OIP.dSS6zq-YDWGZip4PlRsqowHaEK&pid=15.1,,,,https://www.bing.com/images/search?view=detailV2&id=E01D64B8A22DEFAD1B5D67CBA547795B030A3D74&thid=OIP.dSS6zq-YDWGZip4PlRsqowHaEK&mediaurl=https%3a%2f%2fi.ytimg.com%2fvi%2faCXBhRJJQvg%2fmaxresdefault.jpg&exph=720&expw=1280&q=kamala+harris+family&simid=608003607466290490&ck=F0004D684BFE6C5339F6B0AA4AD6A153&itb=0&FORM=IVCLIG,https://i.ytimg.com/vi/aCXBhRJJQvg/maxresdefault.jpg,0.01,0.006012254860252142
Kamala Harris,72,https://ts2.mm.bing.net/th?id=OIP.0NVmK72XdLFaEd320O5w5AHaEK&pid=15.1,,,,https://www.bing.com/images/search?view=detailV2&id=EEA53B4F54AEA395AB4AA28B0D41028D0EC60810&thid=OIP.0NVmK72XdLFaEd320O5w5AHaEK&mediaurl=https%3a%2f%2fi.abcnewsfe.com%2fa%2f09e49f95-8d49-4de0-a95d-1d72c905437f%2fHarris-Emhoff-family-gty-jm-240722_1721662456268_hpMain_16x9.jpg%3fw%3d1600&exph=900&expw=1600&q=kamala+harris+family&simid=608015560367497517&ck=E7AE1DCEE879C61A2A4DD693B79AD274&itb=0&FORM=IVCLIG,https://i.abcnewsfe.com/a/09e49f95-8d49-4de0-a95d-1d72c905437f/Harris-Emhoff-family-gty-jm-240722_1721662456268_hpMain_16x9.jpg?w=1600,0.01,1.156276810410084e-10
Kamala Harris,73,https://tse4.mm.bing.net/th/id/OIP.Q5Jtp-VPTvsGFJC-BkY1fgHaE8?w=285&h=190&c=7&r=0&o=7&pid=1.7&rm=3,https://www.newsweek.com/kamala-harris-surging-three-key-groups-polls-show-1955988,,"Kamala Harris Surging With Three Key Groups, Polls Show - Newsweek",https://www.bing.com/images/search?view=detailV2&ccid=Q5Jtp%2bVP&id=3D9BB0AD18A869A1B14C47316CC454EE5C97F8E8&thid=OIP.Q5Jtp-VPTvsGFJC-BkY1fgHaE8&mediaurl=https%3a%2f%2fd.newsweek.com%2fen%2ffull%2f2474887%2fkamala-harris-three-key-groups-poll-boost.jpg&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.43926da7e54f4efb061490be0646357e%3frik%3d6PiXXO5UxGwxRw%26pid%3dImgRaw%26r%3d0&exph=1667&expw=2500&q=Kamala+Harris&simid=608013361316843434&FORM=IRPRST&ck=E68EB19951B76E111A3FCD9C4173788C&selectedIndex=11&itb=0,https://d.newsweek.com/en/full/2474887/kamala-harris-three-key-groups-poll-boost.jpg,0.01,4.1794967842179176e-07
Kamala Harris,74,https://tse2.mm.bing.net/th/id/OIP.ZyhWEmq-FAjHD6bbKqHUaAHaLH?w=127&h=190&c=7&r=0&o=7&pid=1.7&rm=3,https://callzilla.net/red-carpet-moments/kamala-harris-rolling-stone-interview.html,,Kamala Harris Rolling Stone Int…,https://www.bing.com/images/search?view=detailV2&ccid=ZyhWEmq%2b&id=F8CCF33A5A88794649BC8864A32139F82E13B58B&thid=OIP.ZyhWEmq-FAjHD6bbKqHUaAHaLH&mediaurl=https%3a%2f%2fwww.rollingstone.com%2fwp-content%2fuploads%2f2024%2f06%2fVP_KAMALAHARRIS_FLO0323.jpg&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.672856126abe1408c70fa6db2aa1d468%3frik%3di7UTLvg5IaNkiA%26pid%3dImgRaw%26r%3d0&exph=2000&expw=1333&q=Kamala+Harris&simid=608031821040595917&FORM=IRPRST&ck=859B8ECC1B3C303FE4F685E5EDA179CD&selectedIndex=12&itb=0,https://www.rollingstone.com/wp-content/uploads/2024/06/VP_KAMALAHARRIS_FLO0323.jpg,0.01,4.291065991424148e-08
Kamala Harris,75,https://tse2.mm.bing.net/th/id/OIP.zxnUaZo-VW1KFRHKiwv2bAHaE8?w=284&h=190&c=7&r=0&o=7&pid=1.7&rm=3,https://www.newsweek.com/kamala-harris-donald-trump-nightmare-1928474,,Kamala Harris Is Donald Trump's Worst Nightmare for Five Reasons - Newsweek,https://www.bing.com/images/search?view=detailV2&ccid=zxnUaZo%2b&id=C2D9BBC0E51A5A834CD737BEC86C2015746437C1&thid=OIP.zxnUaZo-VW1KFRHKiwv2bAHaE8&mediaurl=https%3a%2f%2fd.newsweek.com%2fen%2ffull%2f2433847%2fvice-president-kamala-harris-delivers-remarks.jpg%3fw%3d1200%26f%3d28a2c7d8e0555185506c24e3074883cc&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.cf19d4699a3e556d4a1511ca8b0bf66c%3frik%3dwTdkdBUgbMi%252bNw%26pid%3dImgRaw%26r%3d0&exph=800&expw=1200&q=Kamala+Harris&simid=608050285156506555&FORM=IRPRST&ck=3AA81BFE5F9878A4E86FEF9213C8C5FF&selectedIndex=13&itb=0,https://d.newsweek.com/en/full/2433847/vice-president-kamala-harris-delivers-remarks.jpg?w=1200&f=28a2c7d8e0555185506c24e3074883cc,0.01,1.4950388731449493e-06
Kamala Harris,76,https://tse1.mm.bing.net/th/id/OIP.B4sTysf5yWkEmOO5aL3ZAAHaE8?w=284&h=190&c=7&r=0&o=7&pid=1.7&rm=3,https://vtnews.ai/stories/e87c2402-64f5-4f49-8af6-5a00b7a32016,,Kamala Harris to Interview with Fox News | VT News,https://www.bing.com/images/search?view=detailV2&ccid=B4sTysf5&id=D349B94A9D3AE67BFAAF05BC24D9C88C2A0465FA&thid=OIP.B4sTysf5yWkEmOO5aL3ZAAHaE8&mediaurl=https%3a%2f%2fd.newsweek.com%2fen%2ffull%2f2494945%2fkamala-harris-speaks-arizona.jpg&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.078b13cac7f9c9690498e3b968bdd900%3frik%3d%252bmUEKozI2SS8BQ%26pid%3dImgRaw%26r%3d0&exph=1667&expw=2500&q=Kamala+Harris&simid=608000463512603591&FORM=IRPRST&ck=3CD3E0F67B0720587CF1A5D2EB28D966&selectedIndex=14&itb=0,https://d.newsweek.com/en/full/2494945/kamala-harris-speaks-arizona.jpg,0.01,6.024778485880233e-06
Kamala Harris,77,https://tse4.mm.bing.net/th/id/OIP.d1qPEYNYcSufQz6aHWf9owHaFj?w=211&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://dorzeczy.pl/religia/622186/kamala-harris-i-handel-organami-abortowanych-dzieci.html,,Kamala Harris i handel organami abortowanych dzieci? Są dowody,https://www.bing.com/images/search?view=detailV2&ccid=d1qPEYNY&id=3672E8AE7122903A19CB010E41EF95B4454B447F&thid=OIP.d1qPEYNYcSufQz6aHWf9owHaFj&mediaurl=https%3a%2f%2fimg.dorzeczy.pl%2fimg%2fkamala-harris-i-handel-organami-abortowanych-dzieci-sa-dowody%2f9d%2f10%2f0cbe959ced60bfe1b917cc08ed82.webp&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.775a8f118358712b9f433e9a1d67fda3%3frik%3df0RLRbSV70EOAQ%26pid%3dImgRaw%26r%3d0&exph=1386&expw=1848&q=Kamala+Harris&simid=608042884892481483&FORM=IRPRST&ck=803CE3518DFF7A339FEE561A1E11CD55&selectedIndex=15&itb=0,https://img.dorzeczy.pl/img/kamala-harris-i-handel-organami-abortowanych-dzieci-sa-dowody/9d/10/0cbe959ced60bfe1b917cc08ed82.webp,0.01,8.143008471961366e-07
Kamala Harris,78,https://tse3.mm.bing.net/th/id/OIP.J-S7CyBxNUzw6hWbxbblLgHaEo?w=254&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://rp-online.de/politik/analyse-und-meinung/us-wahlen-2024-diese-personen-koennten-vize-von-kamala-harris-werden_aid-117159387,,US-Wahlen 2024: Diese Personen könnten Vize von Kamala Harris werden,https://www.bing.com/images/search?view=detailV2&ccid=J%2bS7CyBx&id=292120DC917973FBE35FA324C39BE41FB8EEA040&thid=OIP.J-S7CyBxNUzw6hWbxbblLgHaEo&mediaurl=https%3a%2f%2frp-online.de%2fimgs%2f32%2f9%2f4%2f1%2f5%2f8%2f7%2f3%2f9%2ftok_6a0473e03ccc3fa51c962d1c9ff101f9%2fw2100_h1313_x1500_y1000_AP_dpa_32B1EA00A3E3B280-cc2169b81890fd93.jpg&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.27e4bb0b2071354cf0ea159bc5b6e52e%3frik%3dQKDuuB%252fkm8Mkow%26pid%3dImgRaw%26r%3d0&exph=1313&expw=2100&q=Kamala+Harris&simid=608001240922599537&FORM=IRPRST&ck=81DE4C68D3A11D9422BED02C2FDC3666&selectedIndex=16&itb=0,https://rp-online.de/imgs/32/9/4/1/5/8/7/3/9/tok_6a0473e03ccc3fa51c962d1c9ff101f9/w2100_h1313_x1500_y1000_AP_dpa_32B1EA00A3E3B280-cc2169b81890fd93.jpg,0.01,1.590595729794586e-06
Kamala Harris,79,https://tse4.mm.bing.net/th/id/OIP.IR4eySRkvCxRXTnJY0KGnQHaEK?w=282&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://www.goodmorningamerica.com/news/story/kamala-harris-wealth-husbands-investments-records-show-112176254,,Kamala Harris' wealth comes mostly from her and her husband's ...,https://www.bing.com/images/search?view=detailV2&ccid=IR4eySRk&id=4D0B51CF6226EF9500D132A36987AF378C397D2E&thid=OIP.IR4eySRkvCxRXTnJY0KGnQHaEK&mediaurl=https%3a%2f%2fi.abcnewsfe.com%2fa%2fd5f118a7-a119-4177-977c-cb7c7ec1a278%2fkamala-harris-ap-gmh-240722_1721677723055_hpMain_16x9.jpg%3fw%3d992&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.211e1ec92464bc2c515d39c96342869d%3frik%3dLn05jDevh2mjMg%26pid%3dImgRaw%26r%3d0&exph=558&expw=992&q=Kamala+Harris&simid=608025206804783347&FORM=IRPRST&ck=443B16313C632CF8268EF9A53CE873E3&selectedIndex=17&itb=0,https://i.abcnewsfe.com/a/d5f118a7-a119-4177-977c-cb7c7ec1a278/kamala-harris-ap-gmh-240722_1721677723055_hpMain_16x9.jpg?w=992,0.01,0.00018148850358556956
Kamala Harris,80,https://tse2.mm.bing.net/th/id/OIP.nYT5nHm0NtpZ3yHcis7_5wHaFD?w=233&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://punchng.com/kamala-harris-pays-heartfelt-tribute-to-late-mother-american-women/,https://tse3.mm.bing.net/th/id/ODF.zxdhfR_PT8W650WRBArLaw?w=12&h=12&c=7&rs=1&p=0&r=0&o=7&pid=1.7&rm=3,"Kamala Harris pays heartfelt tribute to late mother, American women ...",https://www.bing.com/images/search?view=detailV2&ccid=nYT5nHm0&id=35354365E83EFDCA7BB31367A8A4CEC16E7836DD&thid=OIP.nYT5nHm0NtpZ3yHcis7_5wHaFD&mediaurl=https%3a%2f%2fcdn.punchng.com%2fwp-content%2fuploads%2f2022%2f04%2f26194236%2fKamala-Harris-e1650994956773.jpg&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.9d84f99c79b436da59df21dc8aceffe7%3frik%3d3TZ4bsHOpKhnEw%26pid%3dImgRaw%26r%3d0&exph=777&expw=1140&q=Kamala+Harris&simid=608001133548345436&FORM=IRPRST&ck=FBDC802A1B18B2128E9CD4DB8FA81E38&selectedIndex=18&itb=0,https://cdn.punchng.com/wp-content/uploads/2022/04/26194236/Kamala-Harris-e1650994956773.jpg,0.01,5.400398003985174e-05
Kamala Harris,81,https://tse1.mm.bing.net/th/id/OIP.460f6-9UekgO9XSmw_PtsAHaI8?w=143&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://wallpapers.com/wallpapers/kamala-harris-portrait-1xts5luuco4mvneg.html,,Download Kamala Harris Portrait Wall…,https://www.bing.com/images/search?view=detailV2&ccid=460f6%2b9U&id=E27C6928C0EDD895D8DA6FF78CC6084AA8C43B68&thid=OIP.460f6-9UekgO9XSmw_PtsAHaI8&mediaurl=https%3a%2f%2fwallpapers.com%2fimages%2fhd%2fkamala-harris-portrait-1xts5luuco4mvneg.jpg&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.e3ad1febef547a480ef574a6c3f3edb0%3frik%3daDvEqEoIxoz3bw%26pid%3dImgRaw%26r%3d0&exph=1920&expw=1591&q=Kamala+Harris&simid=607994184296320475&FORM=IRPRST&ck=D87770EBEF29106A7200C68D8DF853AA&selectedIndex=19&itb=0,https://wallpapers.com/images/hd/kamala-harris-portrait-1xts5luuco4mvneg.jpg,0.01,1.2964811169080548e-10
Kamala Harris,82,https://tse2.mm.bing.net/th/id/OIP.scar7gDn7b4n0arYT6a6AAHaE8?w=258&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://www.telegraphindia.com/world/kamala-harris-became-democratic-nominee-in-least-democratic-way-possible-donald-trump-campaign/cid/2038321,,US presidential elections | Kamala Harris became Democratic nominee in ...,https://www.bing.com/images/search?view=detailV2&ccid=scar7gDn&id=8F8F643C73A90A4FDB53FDB2E706CC2FD56F7CFF&thid=OIP.scar7gDn7b4n0arYT6a6AAHaE8&mediaurl=https%3a%2f%2fassets.telegraphindia.com%2ftelegraph%2f2024%2fAug%2f1722658385_kamala-harris.jpg&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.b1c6abee00e7edbe27d1aad84fa6ba00%3frik%3d%252f3xv1S%252fMBuey%252fQ%26pid%3dImgRaw%26r%3d0&exph=600&expw=900&q=Kamala+Harris&simid=608040415292038770&FORM=IRPRST&ck=9F18278366268CCBEA9598663FC4CA0B&selectedIndex=20&itb=0,https://assets.telegraphindia.com/telegraph/2024/Aug/1722658385_kamala-harris.jpg,0.01,3.3825280354449205e-09
Kamala Harris,83,https://tse3.mm.bing.net/th/id/OIP._WJ_WLfMSmNYX7p8yoUxRgHaLH?w=115&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://www.nytimes.com/interactive/2020/us/elections/kamala-harris.html,https://tse1.mm.bing.net/th/id/ODF.GzcmUDr41J6Qc1JEQyNTCA?w=12&h=12&c=7&rs=1&p=0&r=0&o=7&pid=1.7&rm=3,Kamala Harris: Who She Is an…,https://www.bing.com/images/search?view=detailV2&ccid=%2fWJ%2fWLfM&id=D58E9F4B0549A8E744A4144A0FC6C4397FD76E21&thid=OIP._WJ_WLfMSmNYX7p8yoUxRgHaLH&mediaurl=https%3a%2f%2fstatic01.nyt.com%2fnewsgraphics%2f2019%2f08%2f01%2fcandidate-pages%2f3b31eab6a3fd70444f76f133924ae4317567b2b5%2fharris.jpg&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.fd627f58b7cc4a63585fba7cca853146%3frik%3dIW7XfznExg9KFA%26pid%3dImgRaw%26r%3d0&exph=1200&expw=800&q=Kamala+Harris&simid=607994970245245582&FORM=IRPRST&ck=4D83945F48FF8AEC7B60CA5D77013786&selectedIndex=21&itb=0,https://static01.nyt.com/newsgraphics/2019/08/01/candidate-pages/3b31eab6a3fd70444f76f133924ae4317567b2b5/harris.jpg,0.01,2.1043068443304946e-07
Kamala Harris,84,https://tse3.mm.bing.net/th/id/OIP.y33AfFhTzQfZWd3WVT7ORQHaEK?w=306&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://www.desertsun.com/story/opinion/2021/04/12/kamala-harris-covid-unemployment-american-jobs-plan-column/7189777002/,https://tse3.mm.bing.net/th/id/ODF.fDCHUfvVZC5fppCkjqh52Q?w=12&h=12&c=7&rs=1&p=0&r=0&o=7&pid=1.7&rm=3,"Kamala Harris: Infrastructure, jobs plan needed to recover from COVID",https://www.bing.com/images/search?view=detailV2&ccid=y33AfFhT&id=471E8EA53BD4F59B7A06381277E76FBFDA2E1F79&thid=OIP.y33AfFhTzQfZWd3WVT7ORQHaEK&mediaurl=https%3a%2f%2fwww.gannett-cdn.com%2fpresto%2f2021%2f03%2f25%2fUSAT%2f54b6f686-6bec-4bca-98a4-61675ef986fa-XXX_USATODAY-450181_jmg_39952.JPG%3fcrop%3d5159%2c2902%2cx0%2cy369%26width%3d3200%26height%3d1801%26format%3dpjpg%26auto%3dwebp&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.cb7dc07c5853cd07d959ddd6553ece45%3frik%3deR8u2r9v53cSOA%26pid%3dImgRaw%26r%3d0&exph=1801&expw=3200&q=Kamala+Harris&simid=607999587336016865&FORM=IRPRST&ck=70C6A447F4477176DE3DD7F76705A613&selectedIndex=22&itb=0,"https://www.gannett-cdn.com/presto/2021/03/25/USAT/54b6f686-6bec-4bca-98a4-61675ef986fa-XXX_USATODAY-450181_jmg_39952.JPG?crop=5159,2902,x0,y369&width=3200&height=1801&format=pjpg&auto=webp",0.01,2.7987066886225875e-08
Kamala Harris,85,https://tse1.mm.bing.net/th/id/OIP.FLp7BoWLCFZifglaYuyM8wHaId?w=150&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://www.nytimes.com/2024/07/09/briefing/kamala-harriss-strengths-and-weaknesses.html,,Kamala Harris’s Strengths and Weak…,https://www.bing.com/images/search?view=detailV2&ccid=FLp7BoWL&id=464C82FF31E3AAB9777EFAE92C771D22003FF223&thid=OIP.FLp7BoWLCFZifglaYuyM8wHaId&mediaurl=https%3a%2f%2fstatic01.nyt.com%2fimages%2f2024%2f07%2f08%2farts%2foakImage-1720465016768%2foakImage-1720465016768-superJumbo-v2.jpg%3fquality%3d75%26auto%3dwebp&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.14ba7b06858b0856627e095a62ec8cf3%3frik%3dI%252fI%252fACIddyzp%252bg%26pid%3dImgRaw%26r%3d0&exph=2048&expw=1794&q=Kamala+Harris&simid=608056220790823804&FORM=IRPRST&ck=91FE1B23F6C9260D443AA016159D781B&selectedIndex=23&itb=0,https://static01.nyt.com/images/2024/07/08/arts/oakImage-1720465016768/oakImage-1720465016768-superJumbo-v2.jpg?quality=75&auto=webp,0.02,
Kamala Harris,86,https://tse4.mm.bing.net/th/id/OIP.VYjCCE_VW4B4TLveRrYaLgHaEK?w=288&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://www.timesnownews.com/world/us/us-news/kamala-harriss-rise-charting-her-path-from-da-to-the-white-house-article-112026072,,Kamala Harris’s Rise: Charting Her Path from DA to the White House ...,https://www.bing.com/images/search?view=detailV2&ccid=VYjCCE%2fV&id=C0ABEBA9B942340801CB925B5D8B0434B40B4254&thid=OIP.VYjCCE_VW4B4TLveRrYaLgHaEK&mediaurl=https%3a%2f%2fstatic.tnn.in%2fthumb%2fmsid-112026072%2cwidth-1280%2cheight-720%2cresizemode-75%2f112026072.jpg%3fquality%3d100&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.5588c2084fd55b80784cbbde46b61a2e%3frik%3dVEILtDQEi11bkg%26pid%3dImgRaw%26r%3d0&exph=720&expw=1279&q=Kamala+Harris&simid=608002757034313791&FORM=IRPRST&ck=93F40C3D9A1BCF012D62F9ABE730C4B6&selectedIndex=24&itb=0,"https://static.tnn.in/thumb/msid-112026072,width-1280,height-720,resizemode-75/112026072.jpg?quality=100",0.01,2.6393210646347143e-05
Kamala Harris,87,https://tse1.mm.bing.net/th/id/OIP.PlFlttBEq8GsBHgGt8sbDQHaE8?w=242&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://aseannow.com/topic/1336897-kamala-harris-drops-bombshells-in-first-big-interview-5-must-see-takeaways/,,Kamala Harris Drops Bombshells in First Big Interview: 5 Must-See ...,https://www.bing.com/images/search?view=detailV2&ccid=PlFlttBE&id=8F54DD36A5D840A6D71E78ABB2B35536914EC04F&thid=OIP.PlFlttBEq8GsBHgGt8sbDQHaE8&mediaurl=https%3a%2f%2fd.newsweek.com%2fen%2ffull%2f2461048%2fkamala-harris.jpg&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.3e5165b6d044abc1ac047806b7cb1b0d%3frik%3dT8BOkTZVs7KreA%26pid%3dImgRaw%26r%3d0&exph=1669&expw=2500&q=Kamala+Harris&simid=608042537031763797&FORM=IRPRST&ck=7237A720A86BE2D22602A0981EF761D6&selectedIndex=25&itb=0,https://d.newsweek.com/en/full/2461048/kamala-harris.jpg,0.01,6.2399605482710285e-09
Kamala Harris,88,https://tse3.mm.bing.net/th/id/OIP.JWAyla6uT-0u2jmAdr3eGgHaEK?w=288&h=180&c=7&r=0&o=7&pid=1.7&rm=3,https://www.cnn.com/2024/07/30/politics/kamala-harris-atlanta-rally/index.html,,Kamala Harris has energized Democratic voters. But can she expand the ...,https://www.bing.com/images/search?view=detailV2&ccid=JWAyla6u&id=5A8825FA8A0BBE8C2BF7FE4EA233203AFB2965D5&thid=OIP.JWAyla6uT-0u2jmAdr3eGgHaEK&mediaurl=https%3a%2f%2fmedia.cnn.com%2fapi%2fv1%2fimages%2fstellar%2fprod%2fgettyimages-2162426035.jpg%3fc%3d16x9%26q%3dw_1280%2cc_fill&cdnurl=https%3a%2f%2fth.bing.com%2fth%2fid%2fR.25603295aeae4fed2eda398076bdde1a%3frik%3d1WUp%252bzogM6JO%252fg%26pid%3dImgRaw%26r%3d0&exph=720&expw=1280&q=Kamala+Harris&simid=608035897034490421&FORM=IRPRST&ck=D4D61EFF879734987FA7CD95EF915772&selectedIndex=26&itb=0,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2162426035.jpg?c=16x9&q=w_1280,c_fill",0.01,1.3533734772863681e-06
